State,Decade,Active tuberculosis,Acute hepatitis C,Acute nonparalytic poliomyelitis,Acute paralytic poliomyelitis,Acute poliomyelitis,Acute type A viral hepatitis,Acute type B viral hepatitis,Amebic dysentery,Anthrax,Aseptic meningitis,Babesiosis,Bacillary dysentery,Brucellosis,Campylobacteriosis,Chlamydia trachomatis infection,Chlamydial infection,Cholera,Coccidioidomycosis,Cryptosporidiosis,Dengue,Dengue hemorrhagic fever,Dengue without warning signs,Diphtheria,Disorder of nervous system caused by West Nile virus,Dysentery,Encephalitis,Encephalitis lethargica,Giardiasis,Gonorrhea,Haemophilus influenzae infection,Hepatitis non-A non-B,Human anaplasmosis caused by Anaplasma phagocytophilum,Human ehrlichiosis caused by Ehrlichia chaffeensis,Infantile paralysis,Infection caused by Escherichia coli,Infection caused by larvae of Trichinella,Infection caused by non-cholerae vibrio,Infection caused by Shiga toxin producing Escherichia coli,Infective encephalitis,Inflammatory disease of liver,Influenza,Invasive drug resistant Streptococcus pneumoniae disease,Invasive Group A beta-hemolytic streptococcal disease,Invasive meningococcal disease,Invasive Streptococcus pneumoniae disease,Legionella infection,Leprosy,Lobar pneumonia,Lyme disease,Malaria,Measles,Meningitis,Meningococcal infectious disease,Meningococcal meningitis,Mumps,Murine typhus,Ornithosis,Pellagra,Pertussis,Pneumonia,Post-infectious encephalitis,Primary encephalitis,Rocky Mountain spotted fever,Rubella,Salmonella infection,Scarlet fever,Shigellosis,Smallpox,Smallpox without rash,Spotted fever group rickettsial disease,Streptococcal sore throat,Tetanus,Toxic shock syndrome,Tuberculosis,Tularemia,Typhoid and paratyphoid fevers,Typhoid fever,Typhus group rickettsial disease,Varicella,Viral hepatitis,Viral hepatitis type B,"Viral hepatitis, type A",West Nile fever without encephalitis,Yellow fever
ARKANSAS,1970,1313,0,0,0,0,0,0,0,0,246,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,54,0,0,86937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,596,0,170,0,2711,0,0,0,147,0,20,48,159,626,0,0,0,0,0,0,0,11,0,2012,76,0,74,0,2651,895,445,3039,0,0
ARKANSAS,1980,0,0,0,0,0,0,0,0,0,153,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,18394,0,88,0,0,0,0,0,0,0,0,7,0,0,0,0,0,31,0,0,0,17,346,0,80,0,570,0,0,0,163,0,5,7,120,22,0,0,0,0,0,0,0,0,10,1377,0,0,24,0,404,867,638,1008,0,0
ARKANSAS,1990,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,207,0,0,0,282,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,8,0,0
ARKANSAS,2000,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,40860,0,1,104,0,0,0,0,0,0,0,0,616,15102,23,0,0,0,0,22,0,0,50,0,0,0,70,55,4,7,7,0,0,3,4,1,0,5,0,6,0,0,0,274,0,0,0,261,0,2341,0,896,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,3,0,0
ARKANSAS,2010,0,0,0,0,0,7,17,0,0,0,0,0,0,1230,8816,82531,0,4,314,0,0,0,0,2,0,0,0,814,27018,175,0,27,397,0,0,0,2,290,0,0,0,3,0,0,1013,106,0,0,0,9,0,0,0,0,1041,0,0,0,280,0,0,0,548,1,5571,0,1601,0,0,827,0,1,0,20,0,0,0,0,448,0,0,0,3,0
CALIFORNIA,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0
CALIFORNIA,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,132,0,0,0,0,0,0,157,0,12,1,0,0,0,0,5903,0,0,644,5,0,0,0,0,0,0
CALIFORNIA,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6395,23,0,0,0,0,0,0,1014,0,0,0,0,0,0,2703,0,220,0,0,0,0,0,17534,0,0,3423,1,0,0,0,0,0,0
CALIFORNIA,1910,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,858,0,0,62796,766,0,0,0,0,0,0,543,13617,0,0,0,0,0,12593,0,1882,0,0,0,0,0,53440,0,0,5641,0,0,0,0,0,0,0
CALIFORNIA,1920,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44752,0,0,0,328,0,0,0,0,0,0,865,0,0,0,0,0,0,121811,0,0,0,0,0,0,0,0,0,67672,892,0,1611,12392,0,0,250,10735,25861,0,0,0,0,0,48045,0,14612,0,0,0,0,0,40488,0,0,4372,15,22767,0,0,0,0,0
CALIFORNIA,1930,0,0,0,0,10791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28422,0,0,0,54,0,0,0,0,0,0,864,0,0,0,0,0,0,136827,0,0,0,0,0,0,0,0,0,391520,0,0,2908,5992,0,0,122,44338,13591,0,0,0,0,0,106944,0,9885,0,0,0,0,0,15717,0,898,5106,0,14022,0,0,0,0,0
CALIFORNIA,1940,0,0,0,0,17432,0,0,903,9,0,0,2041,787,0,0,0,0,0,0,0,0,0,10751,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,958,0,150688,0,0,0,0,0,25,0,0,0,445225,49,0,5911,0,131,0,0,111299,8051,0,0,20,0,0,82486,0,171,0,0,0,0,0,2616,67,2785,121,116,0,0,0,0,0,0
CALIFORNIA,1950,0,0,4517,5625,25386,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,3897,0,3972,0,0,0,0,0,0,0,0,1612,478352,76,2884,499,0,47,112,0,25804,3886,0,0,13,0,0,46011,0,0,0,0,0,0,0,0,50,934,790,0,0,40,5377,0,0,0
CALIFORNIA,1960,0,0,80,536,637,0,0,0,0,7480,0,0,214,0,0,0,0,0,0,0,0,0,61,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,0,0,0,0,0,0,0,0,0,1180,176760,0,3160,481,24911,5,26,0,0,0,1206,394,10,22801,0,270575,0,0,0,0,48060,149,0,0,35,0,563,0,0,0,24797,33285,0,0
CALIFORNIA,1970,10689,0,0,2,2,0,0,0,0,7951,0,0,187,0,0,0,0,0,0,0,0,0,49,0,0,891,0,0,847736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,27725,0,1986,0,36033,0,0,0,1027,0,476,488,18,28884,0,0,0,0,0,0,0,21,0,16729,13,0,909,0,16,8155,22789,62524,0,0
CALIFORNIA,1980,0,0,0,0,0,0,0,0,0,7911,0,0,34,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,201210,0,4709,0,0,0,0,0,0,0,0,18,0,0,0,0,0,218,0,0,0,1319,5338,0,670,0,3586,0,0,0,1909,0,17,133,16,3540,0,0,0,0,0,0,0,0,254,14171,0,0,375,0,709,10640,30364,39830,0,0
CALIFORNIA,1990,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8854,0,0,0,1585,0,0,0,2945,0,0,0,0,756,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,283,222,0,0,0
CALIFORNIA,2000,0,0,0,0,0,1369,847,0,0,0,0,0,0,0,0,239607,0,6682,416,0,0,0,0,17,0,0,0,6730,50356,17,0,0,0,0,304,0,0,477,0,0,0,0,0,108,0,395,0,0,741,380,11,0,47,0,78,0,0,0,482,0,0,0,16,5,12972,0,3793,0,0,0,0,0,0,0,0,0,0,0,0,0,76,193,51,0
CALIFORNIA,2010,0,19,0,0,0,379,257,0,0,0,4,0,0,8956,116985,366042,0,5520,1336,0,0,1,0,7,0,0,0,7680,136616,84,0,0,1,0,8,0,6,741,0,0,0,0,0,0,255,555,0,0,268,279,0,0,4,0,35,0,0,0,1557,0,0,0,16,0,13585,0,3961,0,0,0,0,3,0,357,0,0,0,0,36,0,0,0,9,0
COLORADO,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,27,0,11,1,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0
COLORADO,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,56,0,0,0,0,0,0,163,0,10,1,0,0,0,0,1744,0,0,267,1,0,0,0,0,0,0
COLORADO,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,11,0,0,0,0,0,0,44,0,14,0,0,0,0,0,952,0,0,103,0,0,0,0,0,0,0
COLORADO,1910,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,9613,23,0,0,0,0,0,0,0,215,0,0,0,0,0,2116,0,1821,0,0,0,0,0,3868,0,0,701,0,0,0,0,0,0,0
COLORADO,1920,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9544,0,0,0,45,0,0,0,0,0,0,61,0,0,0,0,0,0,11425,0,0,0,0,0,0,0,0,0,28788,105,0,776,5567,0,0,5,4126,5782,0,0,0,0,0,11858,0,4407,0,0,0,0,0,6893,0,0,1403,0,8503,0,0,0,0,0
COLORADO,1930,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5605,0,0,0,6,0,0,0,0,0,0,48,0,0,0,0,0,0,11124,0,0,0,0,0,0,0,0,0,95154,0,0,633,3609,0,0,2,15087,4592,0,0,0,0,0,35849,0,2557,0,0,0,0,0,2761,0,339,1587,0,4424,0,0,0,0,0
COLORADO,1940,0,0,0,0,2832,0,0,49,1,0,0,307,471,0,0,0,0,0,0,0,0,0,4379,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,129,0,40008,0,0,0,0,0,4,0,0,0,98466,1,0,609,0,0,0,0,26195,3933,0,0,110,0,0,18657,0,373,0,0,0,0,0,427,37,660,27,12,0,0,0,0,0,0
COLORADO,1950,0,0,328,427,3406,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,62,0,5197,0,0,0,0,0,0,0,0,114,75430,97,316,55,0,1,11,0,3666,2111,0,0,48,0,0,7784,0,2,0,0,0,0,0,0,12,75,154,0,0,4,1085,0,0,0
COLORADO,1960,0,0,3,32,36,0,0,0,0,434,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,38950,0,200,21,3669,0,1,0,0,0,1,188,33,4816,0,277398,0,0,0,0,42479,10,0,0,10,0,46,0,0,0,2925,1888,0,0
COLORADO,1970,686,0,0,1,1,0,0,0,0,488,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,48,0,0,77904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,3935,0,89,0,6604,0,0,0,74,0,9,37,14,3196,0,0,0,0,0,0,0,0,0,718,2,0,39,0,17368,1690,1514,5158,0,0
COLORADO,1980,0,0,0,0,0,0,0,0,0,923,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,17813,0,247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,54,295,0,117,0,379,0,0,0,631,0,0,22,2,47,0,0,0,0,0,0,0,0,37,490,0,0,19,0,3400,905,1757,3277,0,0
COLORADO,1990,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,232,0,0,0,1259,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,1,20,0,0
COLORADO,2000,0,0,0,0,0,92,55,0,0,0,0,0,0,0,0,16961,0,0,375,0,0,0,0,0,0,0,0,1574,4055,144,0,0,0,0,122,0,0,153,0,0,0,0,522,3,23,27,0,0,11,22,2,0,6,0,5,0,0,0,1548,0,0,0,8,2,1934,0,480,0,0,0,0,0,0,0,0,0,0,0,2881,0,1,2,1,0
COLORADO,2010,0,36,0,0,0,99,37,0,0,0,0,0,0,1166,20572,94721,0,0,484,1,0,0,0,8,0,0,0,1951,17386,385,0,0,0,0,2,0,37,290,0,0,0,0,7,0,1704,118,0,0,1,38,0,0,0,0,78,0,0,0,4006,0,0,0,5,0,2198,0,451,0,0,2,0,0,0,16,0,0,0,0,1590,0,0,0,3,0
CONNECTICUT,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
CONNECTICUT,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,60,0,0,0,0,0,0,29,0,0,0,0,0,0,0,470,0,0,100,1,0,0,0,0,0,0
CONNECTICUT,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,93,0,0,0,0,0,0,787,0,0,0,0,0,0,0,1081,0,0,417,0,0,0,0,0,0,0
CONNECTICUT,1910,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,160,0,0,14481,510,0,0,0,0,0,0,53,1742,0,0,0,0,0,6192,0,98,0,0,0,0,0,10191,0,0,1731,0,0,0,0,0,0,0
CONNECTICUT,1920,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12583,0,0,0,91,0,0,0,0,0,0,106,0,0,0,0,0,0,44634,0,0,0,0,0,0,0,0,0,44788,322,0,181,3369,0,0,7,4201,8769,0,0,0,0,0,18263,0,482,0,0,0,0,0,7539,0,0,1425,1,4931,0,0,0,0,0
CONNECTICUT,1930,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,0,0,0,20,0,0,0,0,0,0,405,0,0,0,0,0,0,14243,0,0,0,0,0,0,0,0,0,111247,0,0,489,1779,0,0,1,14758,3939,0,0,0,0,0,37256,0,287,0,0,0,0,0,1505,0,161,920,0,2952,0,0,0,0,0
CONNECTICUT,1940,0,0,0,0,2314,0,0,63,0,0,0,562,429,0,0,0,0,0,0,0,0,0,518,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,78,0,10334,0,0,0,0,0,0,0,0,0,101561,10,0,1317,0,3,0,0,28542,4328,0,0,3,0,0,22123,0,0,0,0,0,0,0,167,2,469,76,2,0,0,0,0,0,0
CONNECTICUT,1950,0,0,649,338,2950,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,62,0,3679,0,0,0,0,0,0,0,0,63,115981,0,340,77,0,1,22,0,8219,3437,0,0,1,0,0,11804,0,0,0,0,0,0,0,0,3,30,89,0,0,6,346,0,0,0
CONNECTICUT,1960,0,0,10,36,46,0,0,0,0,44,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,45,58384,0,335,30,7820,0,4,0,0,0,39,27,2,8702,0,252200,0,0,0,0,13892,11,0,0,0,0,32,0,0,0,2407,2036,0,0
CONNECTICUT,1970,775,0,0,0,0,0,0,0,0,541,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,67590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,6315,0,317,0,11822,0,0,0,75,0,45,55,19,3917,0,0,0,0,0,0,0,5,0,1117,1,0,52,0,46918,211,1632,5061,0,0
CONNECTICUT,1980,0,0,0,0,0,0,0,0,0,642,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,18343,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,44,154,0,177,0,263,0,0,0,131,0,12,38,10,47,0,0,0,0,0,0,0,0,2,620,0,0,11,0,15144,254,2760,975,0,0
CONNECTICUT,1990,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,50,0,0,0,287,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
CONNECTICUT,2000,0,0,0,0,0,92,6,0,0,0,0,0,0,0,0,32683,0,0,0,0,0,0,0,0,0,0,0,163,7141,170,0,0,0,0,0,0,0,0,0,0,0,68,246,6,0,181,0,0,3261,27,1,0,1,0,3,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CONNECTICUT,2010,0,0,0,0,0,23,75,0,0,0,8,0,0,102,623,25775,0,0,18,0,0,0,0,0,0,0,0,56,7001,31,0,15,0,0,0,0,5,17,0,0,0,0,8,0,143,70,0,0,188,2,0,0,0,0,5,0,0,0,7,0,0,0,0,0,81,0,14,0,0,1,0,0,0,9,0,0,0,0,250,0,0,0,0,0
DELAWARE,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELAWARE,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,34,0,0,0,0,0,0,22,0,0,0,0,0,0,0,494,0,0,109,0,0,0,0,0,0,0
DELAWARE,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,57,0,0,0,0,0,0,32,0,9,1,0,0,0,0,1030,0,0,223,0,0,0,0,0,0,0
DELAWARE,1910,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,31,0,0,1691,64,0,0,0,0,0,0,7,270,0,0,0,0,0,321,0,39,0,0,0,0,0,780,0,0,453,0,0,0,0,0,0,0
DELAWARE,1920,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,4143,12,0,5,159,0,0,0,426,1402,0,0,0,0,0,2867,0,9,0,0,0,0,0,579,0,0,313,2,473,0,0,0,0,0
DELAWARE,1930,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,14354,0,0,81,127,0,0,0,2044,1554,0,0,0,0,0,5702,0,2,0,0,0,0,0,353,0,70,559,0,209,0,0,0,0,0
DELAWARE,1940,0,0,0,0,616,0,0,1,5,0,0,2,11,0,0,0,0,0,0,0,0,0,252,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,588,0,0,0,0,0,0,0,0,0,11514,1,0,297,0,1,0,0,2711,928,0,0,54,0,0,4711,0,0,0,0,0,0,0,53,2,145,7,0,0,0,0,0,0,0
DELAWARE,1950,0,0,84,123,434,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,184,0,0,0,0,0,0,0,0,0,6691,13,69,27,0,0,1,0,624,0,0,0,8,0,0,931,0,0,0,0,0,0,0,0,1,13,29,0,0,1,152,0,0,0
DELAWARE,1960,0,0,2,2,4,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,6225,0,126,7,432,0,1,0,0,0,1,6,6,474,0,5340,0,0,0,0,456,1,0,0,1,0,16,0,0,0,585,465,0,0
DELAWARE,1970,268,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,25060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,571,0,60,0,1592,0,0,0,6,0,6,4,39,285,0,0,0,0,0,0,0,1,0,356,0,0,5,0,2056,99,271,740,0,0
DELAWARE,1980,0,0,0,0,0,0,0,0,0,189,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6361,0,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,5,28,0,8,0,71,0,0,0,131,0,0,0,4,5,0,0,0,0,0,0,0,0,2,264,0,0,1,0,678,100,507,350,0,0
DELAWARE,1990,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,19,0,0,0,63,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,3,0,0
DELAWARE,2000,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,15322,0,0,22,0,0,0,0,0,0,0,0,93,4686,9,0,0,0,0,7,0,0,4,0,0,0,10,16,2,0,13,0,0,704,2,0,0,0,0,0,0,0,0,16,0,0,0,1,1,108,0,53,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
DELAWARE,2010,0,0,0,0,0,10,5,0,0,0,1,0,0,147,7621,30086,0,0,21,0,0,0,0,0,0,0,0,50,9905,25,0,5,32,0,0,0,3,7,0,0,0,0,0,0,162,37,0,0,1113,18,0,0,0,0,1,0,0,0,79,0,0,0,18,0,251,0,47,0,0,13,0,0,0,8,0,0,0,0,12,0,0,0,1,0
DISTRICT OF COLUMBIA,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,122,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,225,0,1,0,0,0,0,0
DISTRICT OF COLUMBIA,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,455,0,0,0,0,0,0,127,0,8,0,0,0,0,0,5592,0,0,1707,0,0,0,0,0,0,0
DISTRICT OF COLUMBIA,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8344,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,1401,0,24,0,0,0,0,0,8382,0,0,3992,1,0,0,0,0,0,0
DISTRICT OF COLUMBIA,1910,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,26983,224,0,0,0,0,0,0,590,573,0,0,0,0,0,5584,0,573,0,0,0,0,0,16436,0,0,3549,0,0,0,0,0,0,0
DISTRICT OF COLUMBIA,1920,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8917,0,0,0,95,0,0,0,0,0,0,107,0,0,0,0,0,0,11328,0,0,0,0,0,0,0,0,0,27464,50,0,63,10,0,0,43,3960,6989,0,0,0,0,0,10659,0,600,0,0,0,0,0,10426,0,0,1422,0,6302,0,0,0,0,0
DISTRICT OF COLUMBIA,1930,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,28,0,0,0,0,0,0,64,0,0,0,0,0,0,4041,0,0,0,0,0,0,0,0,0,43442,0,0,1582,0,0,0,34,8623,6497,0,0,0,0,0,15685,0,8,0,0,0,0,0,5663,0,135,1187,0,2525,0,0,0,0,0
DISTRICT OF COLUMBIA,1940,0,0,0,0,1186,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,687,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11187,0,0,0,0,0,0,0,0,0,39899,5,0,989,0,2,0,0,10134,4497,0,0,23,0,0,18314,0,0,0,0,0,0,0,1116,17,362,62,4,0,0,0,0,0,0
DISTRICT OF COLUMBIA,1950,0,0,64,147,873,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,50,0,138,0,0,0,0,0,0,0,0,3,16216,61,203,31,0,0,0,0,1090,1611,0,0,7,0,0,2308,0,0,0,0,0,0,0,0,4,23,87,0,0,0,49,0,0,0
DISTRICT OF COLUMBIA,1960,0,0,0,9,9,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,6,3467,0,114,16,328,0,0,0,0,0,3,2,6,195,0,2219,0,0,0,0,203,5,0,0,2,0,43,0,0,0,475,205,0,0
